date,returns
2020-01-01,-0.004414329220893517
2020-01-02,-0.0005977383386062172
2020-01-03,0.014109791931129574
2020-01-06,0.00607318199865804
2020-01-07,-0.012331178356677174
2020-01-08,0.0007583738866245442
2020-01-09,-0.004187709927907147
2020-01-10,0.0019890521860162105
2020-01-13,-0.012065502273491112
2020-01-14,0.0027341750150148107
2020-01-15,0.002683047349899638
2020-01-16,0.013405008251451703
2020-01-17,0.0033331601317752165
2020-01-20,0.004884373293581134
2020-01-21,-0.01114493347971386
2020-01-22,0.01882183299779222
2020-01-23,-0.014525164463666404
2020-01-24,0.009614414846579874
2020-01-27,-0.0018392325909907976
2020-01-28,-0.006245172143422375
2020-01-29,-0.004450280087432249
2020-01-30,-0.004576117445269247
2020-01-31,0.0038415127379919337
2020-02-03,-8.046956222441265e-05
2020-02-04,0.012660569304270857
2020-02-05,-0.013836832187562806
2020-02-06,0.0007753522826731923
2020-02-07,-0.006336446306572728
2020-02-10,0.007006974779664476
2020-02-11,-0.016144480337480546
2020-02-12,-0.001949554800795849
2020-02-13,0.0024813834186888156
2020-02-14,-0.01107414867197081
2020-02-17,0.008681724662865502
2020-02-18,0.0022297074329471695
2020-02-19,0.008854854165656671
2020-02-20,0.00847347886939609
2020-02-21,-0.007038836530997414
2020-02-24,-0.005582366063116305
2020-02-25,-0.0008266598861752205
2020-02-26,0.006783677807705077
2020-02-27,0.007607738327804342
2020-02-28,-0.0048774789656694795
2020-03-02,-0.00405757748204265
2020-03-03,-0.0055825833213322285
2020-03-04,-0.003873905833258776
2020-03-05,-0.0011033870205178088
2020-03-06,-0.0002545203815221153
2020-03-09,0.01726491574798169
2020-03-10,-0.0032512292782914394
2020-03-11,-0.0015097949362337755
2020-03-12,0.004468621832752223
2020-03-13,-0.006824592524559403
2020-03-16,-0.0021490171929792797
2020-03-17,0.0009065478492881042
2020-03-18,0.006993167576138117
2020-03-19,-0.009728118869974052
2020-03-20,0.011771755658296187
2020-03-23,-0.002019658927212831
2020-03-24,0.0021553313688290007
2020-03-25,0.007576706431476086
2020-03-26,0.006086343373816211
2020-03-27,0.009273855089403977
2020-03-30,0.0021855825314550247
2020-03-31,0.0006430931730039499
2020-04-01,0.003331828314236803
2020-04-02,-0.007165723121492681
2020-04-03,0.01051349895187359
2020-04-06,-0.0054030899891282244
2020-04-07,-0.009281951039060739
2020-04-08,0.017251270247508225
2020-04-09,-0.0002915595161028082
2020-04-10,-0.008632998978639584
2020-04-13,0.015618157760903431
2020-04-14,-0.0018377009954007994
2020-04-15,0.009296606302284493
2020-04-16,-0.0058359097867798065
2020-04-17,-0.0011902401700370495
2020-04-20,-0.012708234827810862
2020-04-21,-0.014471514870682177
2020-04-22,-0.007011476704501866
2020-04-23,0.00017568785175122944
2020-04-24,0.007183885681488344
2020-04-27,0.02020976400976658
2020-04-28,-0.007454903960756883
2020-04-29,0.008872322398150645
2020-04-30,-0.004034727667887194
2020-05-01,-0.00042023444882280825
2020-05-04,-0.011049532946377918
2020-05-05,-0.011031885894963381
2020-05-06,-0.005427684822404065
2020-05-07,-0.008744884978404963
2020-05-08,0.0007715648745880617
2020-05-11,-0.004820115710388165
2020-05-12,0.010805576589983112
2020-05-13,0.00202415769025196
2020-05-14,0.0021219055140577416
2020-05-15,0.009899481589542672
2020-05-18,0.00494489815229354
2020-05-19,0.0005013361433114463
2020-05-20,7.421310666077402e-05
2020-05-21,-0.00016758909761335468
2020-05-22,0.009413775648441983
2020-05-25,0.00706468493349362
2020-05-26,0.0037273436632494043
2020-05-27,0.007190634616658194
2020-05-28,-0.003556266390842809
2020-05-29,0.004888182437341334
2020-06-01,-0.01049866930376271
2020-06-02,0.011578164418047203
2020-06-03,0.0015203860709192144
2020-06-04,0.0022671440061714974
2020-06-05,0.005595070766363673
2020-06-08,0.0007223234051119709
2020-06-09,-0.0012328630793277014
2020-06-10,0.010318276976651278
2020-06-11,0.0017260053656791559
2020-06-12,-0.006526973383685605
2020-06-15,0.004316471326233613
2020-06-16,-0.012840963537499979
2020-06-17,0.014044339497885298
2020-06-18,-0.0005690488976038169
2020-06-19,0.0011670708275719932
2020-06-22,0.018862163668454727
2020-06-23,0.018013928632925138
